100D Change,10D Change,150D Change,1D Change,200D Change,20D Change,30D Change,50D Change,5D Change,Close,Date,NAME OF COMPANY,SYMBOL,Volume
-51.86084082965592,6.440068650900633,-49.78902953586498,2.7633824386100514,-36.36363636363637,-26.993865030674854,-46.92239000008915,-53.18646678653201,7.2072072072072,29.75,2020-04-09,Adani Power Limited,ADANIPOWER,4237221.0
-26.922368299174263,6.389258467911074,-15.591056913105696,2.323780088733418,-13.565978671108233,-3.482712639546748,-34.430845171265,-40.549054559351966,4.813536470684522,198.1499938964844,2020-04-09,Adani Transmission Limited,ADANITRANS,39593.0
-37.62575708049742,35.371185052693896,-29.438544881156826,-0.90569897489714,-33.89017381731777,-13.84900173309883,-36.65928695180987,-37.62575708049742,9.411764705882364,186.0,2020-04-09,ADF Foods Limited,ADFFOODS,18182.0
-86.0290435428693,-10.000001230547506,-84.29938092421206,4.887215106831966,-83.80731333466704,-45.61403502249073,-60.42553245598543,-68.15068481220061,13.414630836942232,13.949999809265135,2020-04-09,Adhunik Industries Limited,ADHUNIKIND,8507.0
-13.888889256818805,23.99999618530273,-13.888889256818805,8.771930118089987,-44.14414778205432,1.6393427245240622,-16.216219873477066,-23.45679608301252,26.530605889717297,3.0999999046325684,2020-04-09,Adlabs Entertainment Limited,ADLABS,25031.0
-37.401020417639316,21.409215536525394,-29.608934916255137,3.3316247035642066,-39.4230728671394,-26.86377269457767,-36.45389878533787,-39.72193190451397,8.737870949486815,201.6000061035156,2020-04-09,Ador Welding Limited,ADORWELD,2249.0
-42.05128107315454,13.000001907348626,-44.3349723378063,-0.8771879924703185,-45.93301245462175,-6.611571615815848,-1.7391287762185792,-5.042012159908927,-3.4188002141120943,5.6500000953674325,2020-04-09,Adroit Infotech Limited,ADROITINFO,498.0
-22.83236433403432,20.81448100483612,-3.610108203816098,6.800003051757808,-15.23809281606523,-18.348623425110432,-34.878046919659866,-33.41645441664905,4.296876426087648,13.350000381469727,2020-04-09,Allied Digital Services Limited,ADSL,13360.0
-41.68141457886823,7.679739712986411,-38.35360094927081,3.616357086382149,-45.08333206176758,-26.777776082356766,-39.485766205229595,-39.92707077560691,9.4684396855498,32.950000762939446,2020-04-09,Advani Hotels & Resorts (India) Limited,ADVANIHOTR,3871.0
-15.840099270641836,38.95781637717122,-6.666666666666665,0.5747148486326958,-19.470810995174933,1.9664944561031072,-11.280103109959686,-23.30868383480319,-1.7543859649122862,140.0,2020-04-09,Advanced Enzyme Technologies Limited,ADVENZYMES,23284.0
-9.905134097254852,36.88003486688369,-17.585501797639647,3.2619063931151877,-27.79517328210675,-22.17401816182084,-33.188495333708765,-23.08241941738032,15.776264239120353,161.4499969482422,2020-04-09,Aegis Logistics Limited,AEGISCHEM,47389.0
-33.51965722293349,7.304998369316905,33.17680956509208,4.997866709803711,,-29.572446518895703,-49.30797545435666,-27.35691341734417,10.010439321391296,1106.0999755859377,2020-04-09,Affle (India) Limited,AFFLE,2316.0
-51.44483165960983,11.345384763930365,-56.390090367672,6.124403374046805,-58.071833071501366,-11.562998264404024,-30.16372834090363,-41.84582941761753,24.746906211914713,55.45000076293945,2020-04-09,Agarwal Industrial Corporation Limited,AGARIND,7488.0
103.06926325555844,6.504240396456339,108.6067373113285,4.3033686556642525,122.4443400847754,-23.151777607080728,-40.8838446163743,15.689979201607704,7.960310055902009,244.8000030517578,2020-04-09,AGC Networks Limited,AGCNET,300.0
-43.59550476074219,48.520715668824224,-43.78499546764427,4.8016684004027255,-53.30232487168423,-7.889906856991824,-40.73199224125677,-48.14049671455267,26.448362212128487,25.10000038146973,2020-04-09,Agri-Tech (India) Limited,AGRITECH,2431.0
-95.13093293137705,-17.931037113584324,-93.38888910081651,4.385965059044983,-92.99175535650434,-45.66210125199586,-53.875969106865504,-80.42763196076383,4.385965059044983,5.949999809265138,2020-04-09,Agro Phos India Limited,AGROPHOS,8925.0
-25.946704067321182,5.053719376846355,-16.217075567662302,0.34207292877457274,-29.63752894167612,-27.292758038473664,-30.78133082727523,-26.38036935119511,2.3255813953488413,132.0,2020-04-09,Asian Hotels (East) Limited,AHLEAST,5646.0
-47.9447262989134,-13.438040526422027,-52.00773781319521,1.7088174626459507,-55.30189072396698,-53.6665091453434,-55.018135265203114,-51.33278722755264,-13.286714592541436,148.8000030517578,2020-04-09,Ahluwalia Contracts (India) Limited,AHLUCONT,2695.0
-0.43636807528408816,-1.898967464938384,-6.5369597597179645,-0.43636807528408816,-20.40698029274164,-16.025150116913082,-26.0199991144048,-21.580984511159787,-2.890591970635581,273.79998779296875,2020-04-09,Asian Hotels (West) Limited,AHLWEST,563.0
-24.01327739522273,-5.150915949585976,-19.564793757051905,-0.6609011362157302,-26.022887169870344,-29.78076539077719,-31.2568869703465,-28.517401585553646,-10.45755974677014,1247.550048828125,2020-04-09,AIA Engineering Limited,AIAENG,12253.0
17.085425546261312,39.52094714131851,-16.785717010498047,4.954947911341634,-34.55056113556256,3.555552164713549,-19.931275149063236,-23.355264705799307,26.630433261507136,11.649999618530273,2020-04-09,Monnet Ispat & Energy Limited,AIONJSW,11758.0
-5.045864736779759,2.9850764680724446,-40.17340556121145,5.612246735003601,-63.29787198065704,-5.045864736779759,-9.606982062177051,-25.270757426712713,9.523815771109279,10.350000381469727,2020-04-09,Airan Limited,AIRAN,1175.0
47.593664456229035,35.43243592356471,46.02200632938385,5.290674631512803,49.914098317026045,2.8097090743261393,1.893001235734104,21.99533790179517,5.383146024249674,1439.8499755859375,2020-04-09,Ajanta Pharma Limited,AJANTPHARM,122110.0
-43.21689488844815,27.787935193664225,-42.063820437759674,2.192982407218924,-56.66459999789989,-14.547678584253044,-36.541079838790175,-52.754306882255456,8.037101735563514,69.90000152587889,2020-04-09,Ajmera Realty & Infra India Limited,AJMERA,14642.0
-10.457184777656048,24.955933995978175,-13.998061741456434,4.4490295742671835,-37.42277140335393,-11.9910598949159,-40.360029367520134,-30.367315704192052,16.842454558832394,177.25,2020-04-09,AksharChem India Limited,AKSHARCHEM,3584.0
-44.85294272330388,29.310340575174102,-51.612903225806456,4.166669426141034,-69.87951761084129,-18.478259179452387,-43.18181736081754,-56.89655077915743,25.0,3.75,2020-04-09,Aksh Optifibre Limited,AKSHOPTFBR,17936.0
8.732478026363745,11.532125505177259,23.44567856655373,2.4805862665267187,16.613880541881777,-12.369778326893286,-11.284423401256303,4.412932894123145,-5.167081409514519,2098.699951171875,2020-04-09,Akzo Nobel India Limited,AKZOINDIA,3659.0
-13.461540577679644,53.409087584038474,-29.503915044797786,4.651165885368336,-56.23987088146401,1.8867924528301885,-10.891086865191236,-6.574393230483012,26.16822654810089,13.5,2020-04-09,Alankit Limited,ALANKIT,8828.0
-12.499994482115662,22.205391315498748,8.424200808672522,2.7750300098885017,-11.690994596829386,-8.276471819481557,-18.456524998873846,-22.784805524366746,13.938165473394658,362.95001220703125,2020-04-09,Albert David Limited,ALBERTDAVD,8729.0
81.25000325962894,31.81818329598289,38.09524890787257,3.571433741219288,3.571433741219288,70.5882361190954,52.63158588198096,-9.374998370185528,20.833332505491086,1.4500000476837158,2020-04-09,Alchemist Limited,ALCHEM,1490.0
-16.78832279383976,28.270040654694338,29.54544740274933,1.220864031908997,11.49143465255944,-3.7974746704914413,-10.147786257889466,-18.86121378099416,28.995757970127745,45.599998474121094,2020-04-09,Alembic Limited,ALEMBICLTD,373758.0
-49.94791746139526,10.080177680115307,-52.543210630063655,4.032474667519459,-66.33975535057057,-27.127963242372637,-46.26782488422175,-53.72577485882085,9.142527136122089,192.1999969482422,2020-04-09,Alicon Castalloy Limited,ALICON,8277.0
-19.534887269485818,44.46762994538852,-16.42512753896197,8.976373146838101,-13.715711245100115,-10.246435385508569,-21.807913052833687,-23.11111450195312,37.84859740346782,34.59999847412109,2020-04-09,Alkali Metals Limited,ALKALI,7137.0
36.937543483302406,24.886073035091005,51.261039680040156,3.620171044225273,52.86078159249481,7.828517003293323,6.4680597623805625,17.933920843698093,19.003804262596358,2767.85009765625,2020-04-09,Alkem Laboratories Limited,ALKEM,135929.0
37.07027774333889,17.867833780936483,85.73896260680138,4.756189711743698,72.61611192472894,-4.5977387929434625,-15.632826756321727,7.24426568818064,16.138946504739454,1397.5,2020-04-09,Alkyl Amines Chemicals Limited,ALKYLAMINE,27559.0
-29.402434854010266,23.72567016876377,-27.60303448006504,1.5981782352060048,-36.24641647984245,-36.001919418088605,-39.26296717631809,-40.53452115812918,14.200169595760224,66.75,2020-04-09,Allcargo Logistics Limited,ALLCARGO,98794.0
-51.10365533016486,23.78184965310981,-48.712728028305655,4.965885788363479,-56.07551028351332,-40.770054781500654,-47.65595578516364,-57.04312684083118,19.870127227915326,138.44999694824222,2020-04-09,Allsec Technologies Limited,ALLSEC,39.0
75.13514338312923,6.578953725149184,61.1940343829476,-2.994011839266486,-3.5714196510051366,1.88679969563994,-4.9853285170447625,9.459463203797934,6.578953725149184,16.200000762939453,2020-04-09,Almondz Global Securities Limited,ALMONDZ,400.0
151.28205002804168,-1.0100952691779574,81.48148180853028,4.2553254089081625,27.27273290244593,-38.36477719588316,-67.86885183365618,55.5555538735903,24.05063382823997,4.900000095367432,2020-04-09,Alok Industries Limited,ALOKINDS,289062.0
30.678457944146075,84.58333015441896,54.35539393526951,9.925558500560804,10.749998092651358,64.68401436907142,18.44919098842066,-0.4494399167178753,59.92779067475933,22.149999618530273,2020-04-09,Alpa Laboratories Limited,ALPA,35740.0
-19.09251295176289,8.451820463350135,-30.463405837505068,2.119751705619421,-68.16231813292572,-14.187498092651365,-33.75150636827126,-38.691670050127456,9.971970148015142,137.30000305175778,2020-04-09,Alphageo (India) Limited,ALPHAGEO,10511.0
7.142858967489163,0.0,36.36363340803421,0.0,-11.764708357286224,15.384619616898009,-16.666664459087176,-42.307690191550996,0.0,0.75,2020-04-09,Alps Industries Limited,ALPSINDUS,23054.0
-31.979151636599468,33.894517472648374,-16.91152133769619,1.3843267355873712,-15.307820299500827,-17.923086356253968,-31.25801990564589,-36.836878399120934,6.474220896839531,509.0,2020-04-09,Amara Raja Batteries Limited,AMARAJABAT,800218.0
6.317725109564719,-2.5624187203380555,23.61821170689573,-6.1414237470676305,28.84043412690882,-23.907078836656304,-32.93135242473683,-23.954371266026076,-15.47807377215882,1040.0,2020-04-09,Amber Enterprises India Limited,AMBER,61229.0
-36.92463226945396,16.083994931581973,-33.43021338301586,2.9255340883914904,-48.03925646691797,-25.97941663560296,-31.20210781368208,-34.67403673875873,6.288476454095093,561.1500244140625,2020-04-09,Ambika Cotton Mills Limited,AMBIKCO,1059.0
-22.56295153898448,9.250798255291848,-24.24390095036204,3.7408191166842686,-24.46498130278884,-19.824467992503426,-26.01238324554381,-28.085202479081605,-0.2569003881338183,155.3000030517578,2020-04-09,Ambuja Cements Limited,AMBUJACEM,3352270.0
-39.34911105701313,4.060909675524194,-39.8826952571341,4.591834699050068,-42.57703203950274,-19.6078431372549,-35.9375,-43.055555555555564,-2.8436036522381025,10.25,2020-04-09,AMD Industries Limited,AMDIND,3298.0
-25.06738441929509,-7.0234127366619274,-20.571430751255587,-0.714288439069477,-19.186052314134983,-28.71795067420373,-29.262087082066177,-35.944704470842616,-4.1379336653084575,13.899999618530273,2020-04-09,Amj Land Holdings Limited,AMJLAND,3670.0
-23.36688959728366,30.085440346314886,25.54385536595393,3.5750398464412525,16.20655891057299,-20.497723031255084,-31.17245270817175,-24.363175768739143,8.440665117618696,357.79998779296875,2020-04-09,Amrutanjan Health Care Limited,AMRUTANJAN,55043.0
-42.7272738832416,28.571427644631385,-31.272728659889914,0.799997965494792,-36.789298128227536,-34.37499958607886,-39.228297791946545,-48.780490956686755,-4.5454527939864935,18.899999618530273,2020-04-09,Anant Raj Limited,ANANTRAJ,57681.0
-22.80701328769528,41.935491313795616,-4.347822030685712,18.918919963850573,-45.67901372655167,22.22222810910088,4.761911790117157,0.0,37.500000931322546,2.200000047683716,2020-04-09,Andhra Cements Limited,ANDHRACEMT,145522.0
-31.52865961839828,62.167530725653236,-29.422942533627594,-0.8735758432896867,-38.227732112420995,-14.108495635492304,-24.028270275970375,-40.15528646197982,15.362889849988125,204.25,2020-04-09,The Andhra Sugars Limited,ANDHRSUGAR,17226.0
-25.65445274523884,16.393442879246006,-14.970064906956813,4.4117603747491065,-46.616542836002225,3.649635087307512,-14.970064906956813,-37.99126617550355,8.396941952394045,7.0999999046325675,2020-04-09,Anik Industries Limited,ANIKINDS,1360.0
-25.00000496705353,0.0,12.499995343387196,0.0,0.0,12.499995343387196,-10.000002384185793,0.0,12.499995343387196,0.44999998807907104,2020-04-09,Ankit Metal & Power Limited,ANKITMETAL,23621.0
-25.471699895617647,9.72222645341625,-5.952375546063715,3.9473709802548607,-31.89655314160862,-21.782180227820515,-36.290319851608274,-22.54901722457394,11.267608471556231,3.9500000476837163,2020-04-09,Ansal Properties & Infrastructure Limited,ANSALAPI,10150.0
-61.07382322666817,5.454548922452052,-45.79438977454336,0.0,-54.687499185092776,-19.44443966135554,-41.99999809265137,-48.67256555012788,3.571433741219288,2.900000095367432,2020-04-09,Ansal Housing Limited,ANSALHSG,16301.0
-34.893184130213626,32.42292906370956,-23.545571775698022,2.1711326717553936,-33.04038416260921,-33.637496495415085,-39.58844768254804,-44.689308313578174,-1.8254370253718568,320.0,2020-04-09,The Anup Engineering Limited,ANUP,7101.0
-38.976178408514954,15.724718545453207,-45.168049311112725,1.7407449012126983,-49.958437240232755,-16.284241351909653,-21.522615153237172,-26.522640184376392,4.441355742821319,301.0,2020-04-09,Apar Industries Limited,APARINDS,3145.0
-36.080177633090344,8.010749406712026,-28.910124006545402,3.184384717730815,-39.81425966345821,-17.966517393462325,-31.8521023692946,-36.90326703906931,6.465287305536349,100.4499969482422,2020-04-09,Anjani Portland Cement Limited,APCL,713.0
-43.0243322928973,33.09352517985611,-54.81191920907143,5.714285714285716,-58.77161715619454,-10.368214403735452,-31.784663837414232,-44.61077844311377,19.586298415956183,92.5,2020-04-09,Apcotex Industries Limited,APCOTEXIND,10141.0
-29.822957993523307,55.28536923846741,14.577623169572627,14.009422690338356,-12.635379354437546,3.279419403777584,-33.61247415523234,-42.96700808348628,36.39868865851484,229.8999938964844,2020-04-09,Apex Frozen Foods Limited,APEX,212828.0
-13.930748335748556,14.434548137661409,0.7644960353349717,2.0325506618449785,-15.772572466922009,-28.81318512195333,-36.77555883983115,-36.89508672450178,3.0842618552826773,1285.0999755859375,2020-04-09,APL Apollo Tubes Limited,APLAPOLLO,5159.0
17.823971693940738,33.133433283358315,33.815548254991796,3.924479265379932,35.918367346938794,6.568523400455573,2.374915455681803,12.910066553519409,24.66073935423492,666.0,2020-04-09,Alembic Pharmaceuticals Limited,APLLTD,220141.0
-26.838708692981353,37.621358526630615,-24.850890581433703,4.419892374953972,-52.35294053534501,-7.579458560448248,-30.25830426249471,-27.86259304876727,25.58139279450604,56.70000076293945,2020-04-09,Apollo Micro Systems Limited,APOLLO,25477.0
-8.91378626810292,11.820936367998481,-15.035493383017306,2.2706653230674334,-5.0255333720428235,-21.22310895353629,-28.08422712569552,-22.53550295208701,13.48491892379653,1292.6500244140625,2020-04-09,Apollo Hospitals Enterprise Limited,APOLLOHOSP,593314.0
-20.474460091038548,27.760938847080485,,4.870249840577379,,-22.72429600523903,-34.524468318140364,-26.58038602231081,20.481924707521728,295.0,2020-04-09,Apollo Pipes Limited,APOLLOPIPE,7730.0
-45.390288788766306,13.112660753910422,-47.28567376718628,6.534768403512636,-55.56389105766266,-29.90138187446068,-41.5268178620724,-49.94366283148106,11.901759151934213,88.8499984741211,2020-04-09,Apollo Tyres Limited,APOLLOTYRE,4367908.0
-44.065401294234924,49.18032786885247,-39.292861907938615,3.456119288067483,-49.433206693409176,-9.605643293381084,-24.525169042635422,-39.494680851063826,16.07142857142858,455.0,2020-04-09,Apollo Sindoori Hotels Limited,APOLSINHOT,38.0
-47.1709727543352,25.860808096525865,-35.51050788743093,1.5366466609990417,-40.03490294877564,-12.70325183553228,-38.045434325794794,-51.510017225248326,2.874253324405873,85.9000015258789,2020-04-09,Aptech Limited,APTECHT,39333.0
-38.502672124109175,26.37362990532704,-32.617188504082144,2.373884922698055,-51.748251748251754,0.0,-15.233416822402225,-45.23809523809523,12.012989787634055,17.25,2020-04-09,Archidply Industries Limited,ARCHIDPLY,1963.0
-52.30769132956481,2.762430881006428,-45.45454189511037,2.762430881006428,-57.72727186029607,-24.99999615453893,-34.50704003061428,-49.45651965465794,5.681818058668097,9.300000190734863,2020-04-09,Archies Limited,ARCHIES,16050.0
-60.416668736272314,26.666665077209476,-55.81395600279184,5.555557027275215,-69.84127113277886,-5.000001192092896,-26.923075159625824,-54.76190327516753,11.764701344975268,0.9499999880790709,2020-04-09,Arcotech Limited,ARCOTECH,27699.0
-32.772491896488944,26.40991111912414,-9.636180645463297,5.389913695096138,-30.431493353706106,-1.6059956911075537,-21.52006599198321,-37.011648135447025,14.875001907348631,45.95000076293945,2020-04-09,Aries Agro Limited,ARIES,15505.0
-60.18808789612686,11.40351082662987,-24.40475960707709,4.526750683152646,-46.86192463610541,-12.110726803455893,-33.15789574070981,-45.49356126559545,14.414408764043275,12.699999809265135,2020-04-09,Arihant Foundations & Housing Limited,ARIHANT,307.0
-31.33802724674423,-9.930714348327674,-34.01015058049883,0.0,-67.22689075630252,-15.032682563177268,-27.23880389879153,-33.56047786523566,-7.142857142857139,19.5,2020-04-09,Arihant Superstructures Limited,ARIHANTSUP,68.0
-33.638237270056315,-17.777777777777782,-0.2426513645981787,-0.8175815286881605,-7.52312063092746,-55.46193198916642,-62.80098618426487,-51.804090905730064,-10.735826296743069,370.0,2020-04-09,Arman Financial Services Limited,ARMANFIN,6880.0
-35.546877561136974,46.01769254261603,-39.92718557844467,2.2727240484340383,-47.22814670625709,8.55263521136349,-21.17834299146255,-40.072638118136844,31.64894151277509,24.75,2020-04-09,Aro Granite Industries Limited,AROGRANITE,11875.0
-32.55290111552109,1.3215881733402712,-23.791765740249673,3.1390111004836907,-27.66931869439621,-4.166666666666663,-17.46411332607932,-27.74006658100484,2.6785760915200685,34.5,2020-04-09,Arrow Greentech Limited,ARROWGREEN,2443.0
-54.310344922084255,-5.9171598968767904,-57.82493555236057,4.605261960848539,-66.73640194077115,-36.904765328762565,-47.350995970694534,-52.39521289778782,16.911758621671403,7.949999809265138,2020-04-09,Arshiya Limited,ARSHIYA,5641.0
-49.4949494949495,24.378107092214798,-41.31455188857072,5.9322016775454225,-64.68926705875431,-10.714285714285712,-21.630093106716384,-40.04796272757253,25.0,12.5,2020-04-09,ARSS Infrastructure Projects Limited,ARSSINFRA,8087.0
,-11.23010497561675,,5.108697863592626,,-23.657893130653786,-34.35166098430137,-35.74750695381714,-11.23010497561675,145.0500030517578,2020-04-09,Artemis Medicare Services Limited,ARTEMISMED,1409.0
-48.14443094739635,26.097562836437692,-44.468311911615714,8.84210686934621,-64.07227035733564,-23.520707204259118,-33.03108444732052,-41.11617429846503,31.5521673450454,25.85000038146973,2020-04-09,Arvind Limited,ARVIND,902538.0
-64.10987245644996,0.2896407522129607,-72.62845849802372,3.512703169688346,-81.58489502780543,-55.35858178887993,-61.90869150850082,-65.8656808379544,-5.4930077680822365,138.5,2020-04-09,Arvind Fashions Limited,ARVINDFASN,13840.0
-32.028835183153795,-12.756115441158009,-25.21246458923513,0.9174288381073924,-38.604651162790695,-22.031897447960812,-21.661721068249264,-29.562431003645678,-2.294601009225972,66.0,2020-04-09,Arvind SmartSpaces Limited,ARVSMART,6181.0
-19.805275483116823,10.953560165874565,-14.410722025679481,0.6430868167202508,-27.22622749168997,-31.434830230010963,-39.72655356102477,-37.161213377911096,0.2241473693221252,156.5,2020-04-09,Asahi India Glass Limited,ASAHIINDIA,3318.0
-40.50033561083751,16.78832353291093,-27.572016460905342,3.2258064516129004,-40.11568436371264,-24.59297146423318,-30.434782608695656,-44.79297153728381,19.727891156462587,88.0,2020-04-09,Asahi Songwon Colors Limited,ASAHISONG,4536.0
-49.84076372183981,27.530360433281626,-50.70422652925478,8.62068965517242,-66.23794322651254,-6.528192027101786,-30.000000000000004,-52.20030459691269,21.153846153846146,15.75,2020-04-09,Automotive Stampings and Assemblies Limited,ASAL,3130.0
,25.92592592592593,,2.595053187056462,,-7.734056987788329,-31.630804676081038,,7.663082059045623,170.0,2020-04-09,Associated Alcohols & Breweries Ltd.,ASALCBR,16649.0
-12.617697063602586,6.422025572821433,-12.45282730966244,4.977377205803335,23.73333740234376,-28.284383748893603,-37.29729523529877,-33.333329679408685,13.447432261145398,23.20000076293945,2020-04-09,Ashapura Minechem Limited,ASHAPURMIN,32150.0
-49.28498391008256,6.203211820061827,-56.1201936753635,-0.6005990640207015,-59.55193358380537,-43.45102528457728,-51.51367110738649,-57.41852300547111,-0.30120022787071266,49.6500015258789,2020-04-09,Ashiana Housing Limited,ASHIANA,29341.0
-35.416663631244866,45.312500814907224,-34.50704003061428,19.23076876051564,-46.85714176722935,-3.1250018626450715,-25.59999847412109,-40.7643292756819,45.312500814907224,4.650000095367432,2020-04-09,Ashima Limited,ASHIMASYN,126924.0
-51.69182711959347,3.919372766394447,-53.31991869859417,8.665107018337071,-66.14374279995043,-41.52488668161522,-51.46443277565597,-60.92631450452303,12.212825243314953,46.4000015258789,2020-04-09,Ashoka Buildcon Limited,ASHOKA,423541.0
-43.227850032758106,26.160335968067702,-32.80899105000585,2.2805017897324915,-46.383744583380796,-34.85838857210866,-47.20423768649806,-48.150290781362884,4.18118297087211,44.849998474121094,2020-04-09,Ashok Leyland Limited,ASHOKLEY,20305948.0
-26.4721153771227,8.205531217681838,-32.32613616138339,-1.397623979521878,-43.82961472225328,10.666671453737742,-9.551278138772034,-23.1062637038062,2.618186257102262,70.55000305175781,2020-04-09,Asian Hotels (North) Limited,ASIANHOTNR,183.0
-6.9334298771718474,8.141786169249654,2.8599928196174407,2.489204142052692,17.621887901320488,-11.683583084466974,-9.34330002111291,-7.712113558453359,-1.0501050105010457,1649.0,2020-04-09,Asian Paints Limited,ASIANPAINT,548022.0
-31.278489751539087,-5.322962953904497,-28.500448321705466,0.4441604829522827,-41.10862714261678,-35.92390160036006,-36.52766362237298,-26.915974796369834,-2.193390743209056,158.3000030517578,2020-04-09,Asian Granito India Limited,ASIANTILES,2889.0
